"","image","diam_max","diam_mean","diam_mode","length","area","width","depth","width_depth_ratio","com_x","com_x.1","ellips_025","ellips_050","ellips_075","ellips_100","rect_020","rect_040","rect_060","rect_080","directionality","tip_count","cross_hori_0_mean","cross_hori_0_max","cross_hori_1_mean","cross_hori_1_max","cross_hori_2_mean","cross_hori_2_max","cross_hori_3_mean","cross_hori_3_max","cross_vert_mean","cross_vert_max","coord_x0","coord_x1","coord_x2","coord_x3","coord_x4","coord_x5","coord_x6","coord_x7","coord_x8","coord_x9"
"45","sim-15-1-0.01-0.2-5-1.3-0.27-1-20",3.52044,1.1853297,0.16002001,307238.4,35722.707,125.935745,346.1233,0.3638465,0.43463522,0.34719938,0.18291606,0.2876424,0.30364317,0.17541738,0.29364493,0.19157048,0.116319284,0.07182885,37.964943,158,2250.5837,11400,1151.8518,7100,440.74075,2500,135.92592,200,2653.3333,18600,0.5158831,0.10546379,0.11944091,0.10292249,0.4498094,0.4815756,0.4815756,0.61753494,0.84243965,0.5527319
"46","sim-15-1-0.01-0.2-5-1.3-0.27-2-20",4.4100747,1.1574956,0.14700249,282244.78,38943.02,117.602,319.28943,0.36832413,0.51781374,0.335192,0.2152774,0.31918284,0.26403287,0.1609579,0.33338365,0.22574873,0.09928883,0.04229297,36.791546,130,2465.3696,9600,1370.5883,4900,472.42648,2700,136.80298,200,2959.8997,14400,0.45625,0.25375,0.1075,0.2525,0.2925,0.33,0.86,0.91625,0.7475,0.49625
"47","sim-15-1-0.01-0.2-5-1.3-0.27-4-20",4.4145203,1.1541748,0.18393834,235441.08,26417.775,147.15067,265.97482,0.5532504,0.44374996,0.33204487,0.19562326,0.31179547,0.20546152,0.14769222,0.3156876,0.19902104,0.11262124,0.04859946,57.10173,333,2472.353,10100,1430.3867,5500,465.74585,2100,133.51955,200,2043.3673,17200,0.45375,0.1675,0.15875,0.12,0.42875,0.4575,0.47875,0.9625,0.9075,0.4875
"48","sim-15-1-0.01-0.2-5-1.3-0.27-5-20",3.4036,0.6836884,0.17018001,217830.4,25144.096,132.40004,244.71884,0.5410292,0.5864152,0.3329863,0.22366835,0.32745853,0.23811844,0.13153976,0.33698815,0.2064027,0.13813874,0.08676819,50.32514,317,2380.9524,8000,1414.4445,5100,437.77777,2400,137.98883,200,2038.1578,20600,0.6233933,0.21722364,0.037275065,0.48714653,0.8033419,0.83547556,0.75578403,0.76606685,0.9755784,0.65938306
"49","sim-15-1-0.01-0.2-5-1.3-0.29-1-20",4.6320076,0.72084826,0.17155583,329387.2,41030.32,131.75488,373.13394,0.35310346,0.5393611,0.3395204,0.20760894,0.3315145,0.22979856,0.1750207,0.3094169,0.21283543,0.15011749,0.088056,35.386414,166,2363.077,7500,1303.3088,3400,405.14706,2200,139.70589,200,3044.504,23900,0.49739584,0.078125,0.33072916,0.33984375,0.57421875,0.6067708,0.6171875,0.9921875,0.85286456,0.52994794
"50","sim-15-1-0.01-0.2-5-1.3-0.29-2-20",3.9624,1.1611912,0.1524,292608,39857.324,121.92,331.6224,0.36764705,0.5137871,0.3402861,0.1863909,0.3156643,0.2659111,0.18019278,0.30569226,0.18322493,0.13985723,0.06924227,47.920757,170,2581.323,10600,1490.8088,8100,408.45587,1600,128.51852,200,3060.804,20600,0.44,0.14125,0.32875,0.235,0.2375,0.27375,0.40625,0.93,0.85375,0.47875
"51","sim-15-1-0.01-0.2-5-1.3-0.29-4-20",3.5973809,0.6606727,0.18933582,242349.86,29831.943,148.62863,276.809,0.5369357,0.51973164,0.33664793,0.1962351,0.2993444,0.28797102,0.1605283,0.3232018,0.17756298,0.10534333,0.067446895,52.619114,364,2350.867,6600,1494.5355,4500,483.06012,1500,131.49171,200,2141.2087,8900,0.48407644,0.12866242,0,0.42292994,0.4165605,0.44840765,0.83057326,0.85987264,0.9541401,0.51847136
"52","sim-15-1-0.01-0.2-5-1.3-0.29-5-20",3.7137973,1.2512279,0.17684749,339547.2,42683.027,141.478,386.05807,0.36646816,0.45550555,0.33268857,0.19757204,0.32328314,0.30114147,0.13692693,0.31297466,0.22503781,0.1326055,0.06284104,40.974094,180,2357.3076,7000,1428.9377,8300,460.43958,2300,130.40292,200,2898.4924,12800,0.43875,0.095,0.15875,0.1825,0.60625,0.6375,0.6475,0.67125,0.89125,0.47375
"53","sim-15-1-0.01-0.2-5-1.3-0.31-1-20",6.5462146,1.363536,0.16785166,322275.2,50267.71,134.28133,371.12,0.36182722,0.46029404,0.32587463,0.18710619,0.33060637,0.30096802,0.12620334,0.3053156,0.22045432,0.14071865,0.08859779,57.53835,194,2970.0757,8000,1748.9131,5100,492.029,3100,126.007324,200,3613.5679,15000,0.53125,0.185,0.08625,0.3075,0.26,0.2975,0.62,0.63125,0.855,0.5675
"54","sim-15-1-0.01-0.2-5-1.3-0.31-2-20",5.4001455,1.2539146,0.21600583,276487.47,31471.186,171.72464,316.66455,0.54229194,0.36088878,0.31999037,0.2544888,0.38458845,0.2136778,0.092377275,0.35305017,0.26185346,0.15137684,0.09923402,49.069473,289,2652.0232,5400,1429.5082,4700,497.8142,1900,122.90503,200,2082.2786,12900,0.36603773,0.086792454,0.23396227,0.27169812,0.31572327,0.34339622,0.35597485,0.3836478,0.8654088,0.39496854
"55","sim-15-1-0.01-0.2-5-1.3-0.31-4-20",5.1786366,1.2702835,0.19917832,254948.27,31614.38,159.34267,291.99542,0.5457026,0.5422965,0.3213423,0.21454853,0.35813108,0.267773,0.11961014,0.34997857,0.22278924,0.114399835,0.07691968,58.492664,295,2851.724,10600,1367.7595,4200,437.70493,2300,130.55556,200,2106.5327,11100,0.555,0.2175,0.13375,0.52875,0.555,0.58625,0.6,0.7925,0.84625,0.59
"56","sim-15-1-0.01-0.2-5-1.3-0.31-5-20",4.8606076,1.2661483,0.18002251,345643.22,44955.04,144.018,394.96936,0.36463082,0.4903494,0.33356953,0.2387924,0.37047642,0.2591473,0.0938615,0.33038735,0.25006506,0.1644969,0.09237583,35.462177,138,2542.0454,7700,1429.927,4400,438.68613,2000,134.30656,200,3048.4924,15800,0.43625,0.29875,0.16375,0.4025,0.3275,0.36,0.5525,0.715,0.84625,0.4675
"57","sim-15-1-0.01-0.2-5-1.3-0.33-1-20",6.16458,1.4897747,0.17123832,328777.6,48623.81,136.99066,378.4367,0.36199096,0.46466625,0.3379121,0.20762518,0.31364235,0.27981645,0.15248948,0.31488198,0.22385316,0.11927636,0.06894427,46.71548,180,2584.733,9700,1640.942,12600,524.6377,2600,135.42435,200,3185.9648,15600,0.52625,0.23125,0.095,0.21875,0.65125,0.6875,0.71,0.8,0.7875,0.5625
"58","sim-15-1-0.01-0.2-5-1.3-0.33-2-20",5.177155,1.3491545,0.167005,320649.62,47223.17,133.604,368.58005,0.362483,0.42465347,0.33467185,0.2127385,0.36906266,0.25861758,0.11971425,0.31594434,0.25891465,0.13316359,0.07121108,49.10639,166,2630.4182,7400,1510.5072,4600,507.6087,2400,116.911766,200,3237.9397,13800,0.5075,0.10625,0.0875,0.10625,0.51625,0.55375,0.56125,0.57875,0.74375,0.54375
"59","sim-15-1-0.01-0.2-5-1.3-0.33-4-20",5.267854,1.5337577,0.21071418,404571.22,53931.87,168.57133,468.62833,0.35971224,0.5294698,0.33503878,0.23937283,0.36373404,0.23694657,0.12148171,0.32918796,0.22779237,0.15035866,0.09018238,42.117897,140,2803.7454,8800,1416.9065,4800,548.56116,3200,137.59125,200,3341.4573,25400,0.46875,0.28125,0.42875,0.43,0.48625,0.5175,0.5575,0.87,0.83,0.50125
"60","sim-15-1-0.01-0.2-5-1.3-0.33-5-20",5.179907,1.3568821,0.18499666,355193.6,48264.52,147.99733,408.28766,0.362483,0.5062079,0.3314395,0.2093149,0.2915667,0.3151318,0.14103046,0.3313913,0.19434713,0.098699085,0.05432858,41.362118,191,2632.83,8900,1514.1305,5200,435.86957,2100,130.03664,200,3250.6265,15600,0.425,0.155,0.21625,0.50375,0.515,0.54875,0.8825,0.825,0.77375,0.4575
"61","sim-15-1-0.01-0.2-5-1.3-0.35-1-20",5.9059234,1.5542959,0.21092583,404977.6,59574.945,168.74066,470.1537,0.35890535,0.49237502,0.33443907,0.18394378,0.33416772,0.2996725,0.122045,0.30289438,0.21955071,0.15240136,0.0842996,49.03406,179,2960.2996,10400,1663.7993,5500,602.1505,2800,140.72728,200,3642.9648,21600,0.5525,0.1225,0.16875,0.2775,0.2825,0.31625,0.37,0.80875,1,0.585
"62","sim-15-1-0.01-0.2-5-1.3-0.35-2-20",5.97789,1.6050243,0.22140333,425094.38,58831.957,177.12267,493.9508,0.3585836,0.54715085,0.33328113,0.19993,0.31945297,0.3121446,0.13342465,0.32113892,0.18495576,0.1390621,0.085310645,35.3181,208,2808.1785,6400,1591.7562,4000,543.7276,2100,141.30435,200,3472.3618,16000,0.49,0.16625,0.275,0.46,0.69125,0.7225,0.675,0.88125,0.8725,0.52125
"63","sim-15-1-0.01-0.2-5-1.3-0.35-4-20",5.4521103,1.4903207,0.20193002,387705.62,57538.543,161.34207,449.69812,0.35877863,0.5094274,0.3358712,0.17304513,0.34344062,0.3170915,0.12735529,0.3058752,0.22008261,0.1640293,0.094538204,42.412872,178,2881.7163,10100,1762.2302,4900,607.1943,2700,138.54546,200,3663.728,20000,0.485607,0.10387985,0.22653316,0.3867334,0.50563204,0.5406758,0.55819774,0.767209,0.8485607,0.5181477
"64","sim-15-1-0.01-0.2-5-1.3-0.35-5-20",5.8785124,1.3446656,0.2555875,327152,38969.168,203.95882,378.78067,0.53846157,0.4740865,0.32515842,0.22807916,0.2802865,0.23623163,0.2245112,0.32011753,0.18995993,0.09099555,0.046507813,47.623432,343,2590.3408,5900,1688.6487,4800,604.86487,2300,123.756905,200,2290.886,13500,0.49498746,0.12907268,0.012531328,0.3934837,0.3433584,0.3709273,0.9122807,0.9160401,0.8245614,0.52130324
"65","sim-15-1-0.01-0.2-5-1.3-0.37-1-20",6.1652155,1.506765,0.1622425,415340.8,74260.18,129.794,482.67145,0.26890758,0.55704683,0.33302015,0.18052657,0.34527028,0.29431453,0.113597885,0.30106115,0.23439026,0.15984541,0.08356146,39.427055,167,2801.1174,7700,1751.8817,5500,519.086,3200,133.51498,200,4774.8745,25100,0.34,0.19125,0.51625,0.5325,0.53875,0.58125,0.8275,0.805,0.84375,0.38
"66","sim-15-1-0.01-0.2-5-1.3-0.37-2-20",5.711719,1.4743053,0.19695583,378155.2,58570.332,157.56467,439.2115,0.35874438,0.48782745,0.33222654,0.17756861,0.34353584,0.30600113,0.12594073,0.30206,0.2112732,0.15146379,0.082124434,42.480953,172,2950,7300,1921.8638,4900,518.9964,2400,140,200,3758.1453,19100,0.51125,0.08,0.15,0.4825,0.61,0.645,0.65,0.63375,0.90625,0.545
"67","sim-15-1-0.01-0.2-5-1.3-0.37-4-20",6.6341624,1.6168376,0.1895475,363931.2,55273.758,150.8798,423.63867,0.35615212,0.4641839,0.32487696,0.21489048,0.36986855,0.25747833,0.111642644,0.33582297,0.2571457,0.1481813,0.098902985,57.93089,211,2941.1985,11200,1719.7133,5900,454.12186,2500,130.54546,200,3543.4343,19700,0.5678392,0.16834171,0.21482413,0.2437186,0.37185928,0.40954775,0.45603016,0.50376886,0.75,0.60427135
"68","sim-15-1-0.01-0.2-5-1.3-0.37-5-20",4.601633,1.4278637,0.23008166,294504.53,37270.93,184.06532,341.90134,0.53835803,0.4365462,0.3194,0.18407309,0.36376318,0.30429655,0.10908081,0.34943515,0.21261807,0.1575838,0.095289834,60.281162,249,3261.932,8200,1548.9247,5700,551.07526,2600,126.92308,200,2470.3518,17600,0.52375,0.04625,0.2025,0.21625,0.49625,0.52625,0.50375,0.5425,0.795,0.55375
"69","sim-15-1-0.01-0.2-5-1.3-0.39-1-20",5.9266667,1.3909333,0.21166666,406400,53182.52,168.275,473.49832,0.35538667,0.52408445,0.3220768,0.24652545,0.42587242,0.1977903,0.08573726,0.34175104,0.2832251,0.17201181,0.09011924,52.30467,207,2940.892,6600,1766.0714,5000,503.57144,2800,137.54512,200,3775.443,29100,0.5509434,0.13584906,0.45031446,0.48427674,0.53962266,0.56981134,0.5597484,0.57484275,0.70314467,0.58238995
"70","sim-15-1-0.01-0.2-5-1.3-0.39-2-20",6.4366775,1.4607061,0.19505084,374497.6,52032.93,154.87036,436.7188,0.3546226,0.46534175,0.33104846,0.2461708,0.40357092,0.22706042,0.09427738,0.33395186,0.2792972,0.17121747,0.09990029,53.64225,241,2863.7036,6900,1760,5500,542.5,3100,137.05035,200,3685.0632,17300,0.5050378,0.14483628,0.23299748,0.3488665,0.5566751,0.5906801,0.5251889,0.5566751,0.71914357,0.53904283
"71","sim-15-1-0.01-0.2-5-1.3-0.39-4-20",5.456555,1.184256,0.2098675,402945.6,53717.477,165.3756,471.15253,0.35100222,0.53895956,0.3218969,0.20632993,0.35955366,0.24519943,0.146543,0.32088342,0.23440473,0.15132111,0.09310866,43.79363,518,3090.775,7300,1907.1174,4400,675.089,3300,136.69064,200,4170.207,23000,0.50634515,0.16243654,0.13324873,0.5621827,0.57360405,0.6027919,0.642132,0.7601523,0.9175127,0.53426397
"72","sim-15-1-0.01-0.2-5-1.3-0.39-5-20",6.2306204,1.4190849,0.18880667,362508.8,47375.184,150.66772,422.17172,0.3568873,0.42021453,0.32684556,0.22823301,0.36281827,0.25423345,0.111980364,0.32971996,0.24013725,0.18482856,0.08716757,64.18,257,2867.164,7600,1628.2142,6000,541.4286,3400,100,100,3549.4949,26500,0.47493735,0.18546365,0.2857143,0.33834586,0.29949874,0.33458647,0.3934837,0.46616542,0.7932331,0.5100251
"73","sim-15-1-0.01-0.4-5-1.3-0.05-1-20",0.508,0.17065834,0.08466667,42941.24,1813.6447,33.951332,57.573334,0.5897059,0.43843213,0.34073907,0.18197097,0.28121936,0.23892441,0.12324355,0.3368657,0.25297606,0.079081275,0.050884645,14.507532,22,810,10500,724.7059,3000,262.35294,600,112.94118,200,720.3125,9300,0.17955112,0.009975063,0.25187033,0.2593516,0.28678304,0.30922693,0.2817955,0.915212,0.59351623,0.7107232
"74","sim-15-1-0.01-0.4-5-1.3-0.05-2-20",0.5926667,0.188976,0.08466667,47235.87,1721.0193,38.269333,57.234665,0.66863906,0.3514837,0.345534,0.26983815,0.3132287,0.17523491,0.11285482,0.36429378,0.24809366,0.11182172,0.0678408,12.918779,21,750.8475,3900,754.1177,2100,247.05882,700,100,100,640.724,6400,0.25,0.095132746,0.21902655,0.1880531,0.12610619,0.14823009,0.2079646,0.9004425,0.6017699,0.54646015
"75","sim-15-1-0.01-0.4-5-1.3-0.05-4-20",0.42333332,0.16985117,0.08466667,47516.29,1597.5753,37.338,57.404,0.6504425,0.46345794,0.32836744,0.1684774,0.2594732,0.22073242,0.19036515,0.3454343,0.1630717,0.058296677,0.059780594,21.221794,37,753.3333,1700,676.4706,1500,242.35294,700,100,100,655.6075,8800,0.2585034,0.19501133,0.37868482,0.39229023,0.4399093,0.46031746,0.41269842,0.8594104,0.6961451,0.48526078
"76","sim-15-1-0.01-0.4-5-1.3-0.05-5-20",0.42333332,0.20623086,0.08466667,46910.92,1834.896,34.628666,61.552666,0.56258595,0.6198855,0.35062408,0.26098192,0.29937246,0.19306017,0.11706349,0.38109082,0.18240125,0.09717608,0.066722035,9.039373,16,664.61536,11100,692.3077,2200,241.75824,300,110.98901,200,706.12244,8500,0.28361857,0.37408313,0.04400978,0.8264059,0.9535452,0.9779951,0.85330075,0.7432763,0.85085577,0.7579462
"77","sim-15-1-0.01-0.4-5-1.3-0.07-1-20",0.67733335,0.22502571,0.08466667,101901.92,4548.8857,61.468,88.56133,0.69407266,0.4961843,0.3177166,0.21877268,0.29218084,0.21430565,0.17495859,0.39032516,0.15245594,0.059523147,0.05209671,36.204926,27,1358.4906,10200,855.7252,2200,264.12213,1500,100,100,866.47565,11700,0.2506887,0.2506887,0.11157025,0.57575756,0.54407716,0.56336087,0.59366393,0.94077134,0.77410465,0.6363636
"78","sim-15-1-0.01-0.4-5-1.3-0.07-2-20",0.76199996,0.22539638,0.08466667,103186.23,3945.7207,63.330666,86.95267,0.72833496,0.42115322,0.3252632,0.24410446,0.28504604,0.24159388,0.15441066,0.39868677,0.17131944,0.111409135,0.07864301,25.982222,26,1036.8932,5600,699.21875,5700,258.59375,600,111.71875,200,705.57104,8000,0.3328877,0.14037433,0.009358289,0.3275401,0.31951872,0.33556148,0.3435829,0.96925133,0.69251335,0.72192514
"79","sim-15-1-0.01-0.4-5-1.3-0.07-4-20",0.9313333,0.24077317,0.08466667,64494.664,4172.6274,40.470665,88.138,0.45917386,0.50113535,0.34461164,0.2252095,0.3117505,0.252582,0.13000426,0.33772296,0.20266624,0.14980824,0.08984843,27.868559,28,1100,7100,772.3077,2600,307.69232,500,127.69231,200,1201.7316,16600,0.4958159,0.16945606,0.19665273,0.46443516,0.6380753,0.66527194,0.64016736,0.65481174,0.96443516,0.67782426
"80","sim-15-1-0.01-0.4-5-1.3-0.07-5-20",1.1006666,0.27136588,0.08466667,64614.55,3735.578,39.79333,82.71933,0.48106447,0.43556252,0.32265604,0.1653861,0.32843772,0.2188527,0.11647515,0.32370073,0.23412888,0.12001088,0.0627139,18.962822,29,1167.0103,4300,811.4754,5800,268.85245,800,100,100,1206.8494,7200,0.17872341,0.06382979,0.33404255,0.40851063,0.49574468,0.52340424,0.43617022,0.9468085,0.6042553,0.44468084
"81","sim-15-1-0.01-0.4-5-1.3-0.09-1-20",0.99769086,0.27549708,0.090699166,116094.94,6834.5454,69.83836,106.84362,0.6536503,0.46395755,0.31610447,0.21965656,0.33251056,0.24339783,0.113013245,0.39139262,0.21522415,0.10808982,0.04788067,32.0653,47,1537.6,6100,951.7007,2600,350.34015,1700,100,100,1072.4138,5500,0.3103896,0.1935065,0.27662337,0.42337662,0.43116882,0.45194805,0.44415584,0.86883116,0.64285713,0.6857143
"82","sim-15-1-0.01-0.4-5-1.3-0.09-2-20",1.10871,0.27380586,0.092392504,118262.41,6546.1934,70.77266,106.06659,0.6672474,0.46909377,0.31768396,0.23690228,0.37427312,0.22177215,0.12665838,0.38646758,0.22549821,0.115494266,0.050866596,37.864494,40,1572.5,7300,1067.3611,3500,363.19446,1000,100,100,1132.3369,14500,0.4229765,0.1997389,0.018276762,0.4373368,0.37989557,0.39817232,0.4543081,0.883812,0.6840731,0.50391644
"83","sim-15-1-0.01-0.4-5-1.3-0.09-4-20",0.84243333,0.26699165,0.10530417,67394.664,3452.1863,81.505424,62.02415,1.3140917,0.38810205,0.3198295,0.25290546,0.31861025,0.23359668,0.12781015,0.39178842,0.2016289,0.10276668,0.048561756,68.91809,132,1530.5084,5800,947.2973,1900,420.27026,1100,105.4054,400,505.27704,6900,0.3397933,0.10981912,0.12661499,0.36434108,0.29069766,0.30878553,0.38113695,0.95090437,0.6782946,0.4392765
"84","sim-15-1-0.01-0.4-5-1.3-0.09-5-20",1.2011025,0.30097786,0.092392504,118262.41,6751.4897,71.88137,107.544876,0.66838485,0.6267057,0.31227523,0.2797575,0.30532062,0.22774175,0.11090128,0.39862332,0.21608233,0.08699401,0.048197716,41.185764,50,1562.6984,9500,1013.6986,5600,283.56165,700,100,100,1056.4644,8400,0.622108,0.32133675,0.05269923,0.75321335,0.7570694,0.7763496,0.7724936,0.87275064,0.74678665,0.7969152
"85","sim-15-1-0.01-0.4-5-1.3-0.11-1-20",1.1885084,0.3022773,0.118850835,76064.53,4835.565,90.80204,73.449814,1.236246,0.5226401,0.32496694,0.1828393,0.33906013,0.20599224,0.1980288,0.34404954,0.23364303,0.07830703,0.04510151,75.02614,104,1818.4615,6900,1451.948,8400,418.18182,1100,100,100,734.32434,5500,0.36387435,0.12565444,0.02617801,0.5667539,0.62172776,0.64136124,1,0.87041885,0.6924084,0.42801046
"86","sim-15-1-0.01-0.4-5-1.3-0.11-2-20",1.2287251,0.40806025,0.136525,87376,4914.081,106.76255,85.05508,1.2552167,0.57295626,0.31902066,0.25181976,0.33775073,0.21892537,0.13268878,0.37386787,0.22181475,0.112879924,0.060593434,65.49258,140,1702.9412,5800,1316.6666,3300,398.71796,1800,120.51282,200,678.553,5300,0.41560102,0.23017903,0.5588235,0.584399,0.62787724,0.64450127,0.8286445,0.9411765,0.7544757,0.55754477
"87","sim-15-1-0.01-0.4-5-1.3-0.11-4-20",1.2043834,0.29200384,0.12043834,77080.53,5590.8677,94.42365,75.03308,1.258427,0.45346117,0.31496182,0.26324293,0.3120786,0.23411818,0.11813619,0.38596755,0.18659659,0.12266,0.04743543,70.56909,189,2127.6924,4100,1375.641,2600,587.1795,2000,117.948715,200,835.958,6000,0.23979592,0.18877551,0.08035714,0.014030612,0.4630102,0.48214287,0.4655612,0.6441327,0.76403064,0.5714286
"88","sim-15-1-0.01-0.4-5-1.3-0.11-5-20",1.3097932,0.33160225,0.09355666,119752.52,9112.512,71.6644,114.98113,0.6232709,0.43266758,0.31835243,0.23853965,0.3493804,0.23830351,0.12297615,0.37523228,0.20860155,0.107062556,0.061888482,52.506035,49,1908.8889,8900,1246.7533,6600,374.02597,2100,100,100,1363.9785,9100,0.35770234,0.17101827,0.075718015,0.39686683,0.3707572,0.39425588,0.42167103,0.8929504,0.66057444,0.4386423
"89","sim-15-1-0.01-0.4-5-1.3-0.13-1-20",1.863725,0.4011056,0.124248326,159037.86,13807.096,96.540955,159.6591,0.6046693,0.5686539,0.32704186,0.21860068,0.3560135,0.24274465,0.11262092,0.34689763,0.24387851,0.11946907,0.0792171,44.392193,72,2095.139,8400,1371.4286,3900,440.99377,2800,131.05591,200,1694.6809,15200,0.46589446,0.23037323,0.02960103,0.4774775,0.87644786,0.8996139,0.7657658,0.8558559,0.9021879,0.51608753
"90","sim-15-1-0.01-0.4-5-1.3-0.13-2-20",1.2811124,0.42974067,0.14234583,91101.33,6682.282,111.74147,91.38602,1.2227415,0.45236248,0.30537713,0.2714724,0.30898517,0.21344581,0.15135054,0.37214553,0.20965406,0.07662321,0.04126193,69.78183,131,2498.4849,8700,1561.25,3300,512.5,1600,102.5,200,871.97943,3900,0.43694267,0.09426752,0.10828026,0.35923567,0.32611465,0.34267515,0.37707007,0.9401274,0.8063694,0.5044586
