"","image","diam_max","diam_mean","diam_mode","length","area","width","depth","width_depth_ratio","com_x","com_x.1","ellips_025","ellips_050","ellips_075","ellips_100","rect_020","rect_040","rect_060","rect_080","directionality","tip_count","cross_hori_0_mean","cross_hori_0_max","cross_hori_1_mean","cross_hori_1_max","cross_hori_2_mean","cross_hori_2_max","cross_hori_3_mean","cross_hori_3_max","cross_vert_mean","cross_vert_max","coord_x0","coord_x1","coord_x2","coord_x3","coord_x4","coord_x5","coord_x6","coord_x7","coord_x8","coord_x9"
"182","sim-15-1-0.01-0.6-5-1.3-0.23-1-20",2.4241126,0.468876,0.26934585,172381.33,22783.156,213.05255,190.69685,1.1172316,0.49984372,0.2965109,0.20831807,0.3872108,0.28927612,0.08126544,0.3170227,0.2752669,0.14959745,0.05036235,57.719948,222,4051.25,7600,3571.9102,6300,1034.8314,2300,123.595505,300,1923.4097,7000,0.49810368,0.011378002,0.2591656,0.38053098,0.49810368,0.5107459,0.47661188,0.87863463,0.9013907,0.53097343
"183","sim-15-1-0.01-0.6-5-1.3-0.23-2-20",2.0774026,0.46437833,0.2308225,147726.4,20565.13,183.27307,163.19151,1.1230552,0.49017325,0.30580276,0.21566866,0.40400696,0.28521243,0.057107583,0.3072002,0.28967956,0.1596947,0.049913015,67.04053,185,3817.7214,7700,3705.682,7300,1147.7273,3800,102.27273,200,1929.0576,8300,0.49370277,0.15743072,0.16372795,0.5138539,0.47607052,0.49118388,0.52896726,0.8073048,0.89168763,0.5302267
"184","sim-15-1-0.01-0.6-5-1.3-0.23-4-20",2.1479933,0.6105369,0.26849917,171839.45,20880.643,212.91983,189.0234,1.1264205,0.482044,0.31253004,0.2152042,0.45033947,0.2452294,0.058803108,0.30592275,0.32190618,0.18035696,0.058404487,58.3534,110,3271.605,7200,3402.2727,6500,1065.909,2900,130.68182,200,1679.4937,6400,0.53846157,0.10844893,0.2332913,0.3442623,0.36191678,0.37452713,0.47667086,0.6481715,0.9230769,0.5662043
"185","sim-15-1-0.01-0.6-5-1.3-0.23-5-20",1.7594792,0.40808296,0.25135416,160866.67,20979.527,198.31844,178.2101,1.1128349,0.5343605,0.30126005,0.18261328,0.4167086,0.27066112,0.073383175,0.303405,0.28346872,0.16653487,0.04799559,56.556717,211,3917.5,7200,3775.281,6200,1276.4045,4300,125.8427,500,1981.2339,7800,0.4765526,0.107731305,0.32192647,0.49429658,0.5107731,0.52217996,0.7351077,0.85551333,0.9391635,0.5095057
"186","sim-15-1-0.01-0.6-5-1.3-0.25-1-20",2.5035932,0.48993436,0.31294915,200287.47,22224.084,247.54279,223.13275,1.1093969,0.52207345,0.2957519,0.22820531,0.3975498,0.26332465,0.07581497,0.33591494,0.27368864,0.16666901,0.052974723,50.166256,167,3618.8235,7400,3617.9775,8500,1260.6742,3000,140.44943,1000,1922.0812,6800,0.40328696,0.04551201,0.24525917,0.3590392,0.41340077,0.42225033,0.7256637,0.8369153,0.9342604,0.6460177
"187","sim-15-1-0.01-0.6-5-1.3-0.25-2-20",2.62128,0.48603615,0.29125333,186402.14,22498.154,228.92513,207.08112,1.1054852,0.51238155,0.30587348,0.23307356,0.43707117,0.2552883,0.050384484,0.33534423,0.3141004,0.17383425,0.06254046,58.253384,123,3439.0244,7100,3338.2021,6900,1298.8765,3300,162.92134,1000,1792.0309,8100,0.5979644,0.15776081,0.29389313,0.39821884,0.43256998,0.44402036,0.5839695,0.8816794,0.8880407,0.62849873
"188","sim-15-1-0.01-0.6-5-1.3-0.25-4-20",3.2002943,0.5917157,0.29093584,186198.94,24377.805,232.45775,207.43726,1.1206172,0.533971,0.30829626,0.2174816,0.428077,0.27596042,0.04761848,0.31462806,0.31441325,0.17799048,0.066916496,52.15284,234,3430.9524,7600,3510.1123,6000,1377.5281,3400,146.06741,600,1877.6382,9900,0.436796,0.03128911,0.2753442,0.62828535,0.64831036,0.65957445,0.7446808,0.79349184,0.9812265,0.5481852
"189","sim-15-1-0.01-0.6-5-1.3-0.25-5-20",2.701925,0.5475768,0.2701925,172923.2,23103.62,213.99246,191.29628,1.1186441,0.5145512,0.31536555,0.22133602,0.42274407,0.2560813,0.06009964,0.29434672,0.3185784,0.18193619,0.063561305,60.24295,119,3749.3828,6300,3113.4832,6500,1258.427,4300,189.88763,1200,1791.3265,11800,0.46212122,0.060606062,0.2361111,0.5328283,0.57575756,0.58964646,0.59343433,0.7361111,0.82449496,0.49242425
"190","sim-15-1-0.01-0.6-5-1.3-0.27-1-20",2.2733002,0.6144946,0.28416252,181864,24898.887,227.33,202.60786,1.1220196,0.48724717,0.31512773,0.20894296,0.45914268,0.24428797,0.05456392,0.29462922,0.33261052,0.19150442,0.06312342,58.13796,238,3435.7144,6300,3977.528,6800,1402.2472,3600,133.70787,900,2039.267,10300,0.5125,0.10125,0.2325,0.38375,0.385,0.3975,0.405,0.73125,0.91125,0.54125
"191","sim-15-1-0.01-0.6-5-1.3-0.27-2-20",1.9372791,0.42738175,0.27675417,177122.67,23119.49,218.35904,197.60248,1.105042,0.45895725,0.3070534,0.21566233,0.41547558,0.26760277,0.06541933,0.30339485,0.31061313,0.15458833,0.052323494,52.297398,229,3481.7073,6000,3940.4495,7700,1261.7977,2700,177.52809,1400,1975.4475,8600,0.44740176,0.038022812,0.12294043,0.4119138,0.44993663,0.46007603,0.5792142,0.60963243,0.91888463,0.495564
"192","sim-15-1-0.01-0.6-5-1.3-0.27-4-20",2.4934335,0.4717802,0.31167918,199474.67,23436.092,245.60318,223.1623,1.1005586,0.45109907,0.3033859,0.23414414,0.43388346,0.23563364,0.057664942,0.31897917,0.3213331,0.1838735,0.058183607,49.971107,272,3397.6191,6600,3324.4443,6600,1261.1111,3100,205.55556,1300,1857.9897,9300,0.46192893,0.02538071,0.15228426,0.32614213,0.37690356,0.38705584,0.40862945,0.5862944,0.89086294,0.5241117
"193","sim-15-1-0.01-0.6-5-1.3-0.27-5-20",2.5193624,0.46295792,0.27992916,179154.66,23392.28,220.8641,200.42928,1.1019553,0.4865675,0.3103114,0.1937414,0.42468736,0.2656136,0.069131814,0.30028123,0.30531922,0.17069347,0.06520673,56.97929,216,3236.4707,6500,3884.4443,6300,1361.1111,2900,214.44444,1200,1933.7596,7800,0.35361215,0.112801015,0.2801014,0.34220532,0.34093788,0.35234475,0.54245883,0.76425856,0.9493029,0.5209125
"194","sim-15-1-0.01-0.6-5-1.3-0.29-1-20",2.208424,0.44704363,0.31548914,201913.06,24772.209,249.55193,226.8367,1.1001391,0.50110227,0.30894583,0.21618696,0.41877228,0.2626974,0.07363729,0.30448294,0.29723638,0.17615893,0.060137544,47.887115,236,3389.8735,6700,4077.7778,7900,1460,3000,213.33333,1200,1983.4183,8200,0.3881163,0.036662452,0.32364097,0.3653603,0.5828066,0.59165615,0.64475346,0.72819215,0.9292035,0.5828066
"195","sim-15-1-0.01-0.6-5-1.3-0.29-2-20",2.24282,0.4181739,0.2803525,179425.6,21060.64,220.91777,201.01274,1.0990237,0.5641635,0.31318042,0.22878784,0.41938448,0.27448684,0.05126328,0.29661083,0.31888127,0.17595378,0.053459704,48.39823,238,3072.9412,7200,3587.7778,5800,1296.6666,3700,161.11111,700,1822.8206,8500,0.54695433,0.06979696,0.20304568,0.49111676,0.5913706,0.6002538,0.572335,0.79949236,0.9428934,0.5837563
"196","sim-15-1-0.01-0.6-5-1.3-0.29-4-20",2.24536,0.4944496,0.28067,179628.8,22927.09,223.41331,201.80173,1.1070932,0.48996818,0.29817083,0.20691174,0.42273557,0.26943088,0.06507768,0.32072422,0.28383952,0.15979287,0.055027116,54.166153,313,3600,7300,3946.6667,6600,1208.8889,3700,197.77777,800,1997.1938,9500,0.4120603,0.09924623,0.26005024,0.46859297,0.5150754,0.5251256,0.56155777,0.82537687,0.86934674,0.6658291
"197","sim-15-1-0.01-0.6-5-1.3-0.29-5-20",2.2476883,0.51311964,0.32109833,205502.94,22437.068,256.23648,229.9064,1.1145252,0.48749027,0.3129449,0.23411472,0.41185814,0.25764212,0.061566204,0.29749843,0.3203532,0.16258802,0.050432194,45.834682,262,3271.4285,8500,3765.5557,6900,1384.4445,3300,206.66667,1200,1902.2959,7200,0.4423559,0.2518797,0.124060154,0.18045112,0.46616542,0.47493735,0.5388471,0.8095238,0.99373436,0.53634083
"198","sim-15-1-0.01-0.6-5-1.3-0.31-1-20",1.9854332,0.41646078,0.28363332,181525.33,23902.348,223.50305,203.93236,1.0959666,0.48849583,0.30588835,0.20063603,0.38867003,0.2919119,0.069002755,0.29676524,0.28310707,0.1597209,0.056578696,56.64514,273,3496.4707,8600,4248.8887,7600,1494.4445,4800,238.88889,1200,2364.9573,9400,0.4390863,0.06472081,0.17385787,0.39974618,0.48604062,0.4961929,0.5139594,0.82614213,0.8527919,0.6180203
"199","sim-15-1-0.01-0.6-5-1.3-0.31-2-20",2.04978,0.44655797,0.34162998,218643.19,23257.828,269.20444,245.29033,1.097493,0.4997171,0.3026567,0.20745017,0.40906888,0.2785,0.054568958,0.30770135,0.3005332,0.1581545,0.054348625,42.48179,296,3956.6265,7000,4174.4443,7000,1382.2222,3600,183.33333,1500,2159.8464,9600,0.42385787,0.08629441,0.12817259,0.2677665,0.4543147,0.46192893,0.4961929,0.8096447,0.97715735,0.6154822
"200","sim-15-1-0.01-0.6-5-1.3-0.31-4-20",2.031365,0.4267948,0.290195,185724.8,21788.42,230.12463,209.23059,1.0998613,0.49406722,0.3055491,0.21168855,0.40658215,0.25156495,0.087943844,0.29953918,0.3009909,0.17864469,0.055432726,50.258053,293,3282.1428,6300,3712.2222,6600,1303.3334,3800,151.11111,700,1899.2367,9800,0.55359393,0.015132409,0.27238336,0.33417404,0.45271122,0.46153846,0.445145,0.79192936,0.93064314,0.5964691
"201","sim-15-1-0.01-0.6-5-1.3-0.31-5-20",2.351405,0.48158023,0.33591497,214985.6,25823.129,266.04468,242.53062,1.0969529,0.5154245,0.31414312,0.21536541,0.42956007,0.27175638,0.062673986,0.29752582,0.31242034,0.19074069,0.06691469,47.163162,269,3555.2942,7100,3722.2222,6800,1408.8889,3200,203.33333,1300,1960.3053,8700,0.47727272,0.005050505,0.24873738,0.43055555,0.48989898,0.5,0.6300505,0.7234849,0.9078283,0.5239899
"202","sim-15-1-0.01-0.6-5-1.3-0.33-1-20",2.2573192,0.44412878,0.32247418,206383.48,25473.525,255.72203,234.11626,1.0922865,0.4622387,0.31068665,0.19691369,0.4037395,0.280515,0.08260121,0.29636428,0.29488316,0.16503786,0.05763729,44.972862,305,3760.9756,6600,3748.3516,7500,1465.9341,3300,240.65935,1300,2063.7532,11000,0.37704918,0.029003782,0.1778058,0.3215637,0.3997478,0.40857503,0.704918,0.7528373,0.87894076,0.445145
"203","sim-15-1-0.01-0.6-5-1.3-0.33-2-20",1.69418,0.4138451,0.28236333,180712.53,22101.99,221.65521,203.58397,1.0887656,0.4775496,0.31439212,0.20459917,0.41751516,0.24857233,0.09027148,0.2815075,0.3048866,0.18222933,0.06076014,49.999504,329,3062.353,5800,3804.4443,7100,1223.3334,3700,176.66667,800,1883.0334,8200,0.42038217,0.031847134,0.13757962,0.3923567,0.38726115,0.39745224,0.49171975,0.72866243,0.9515924,0.5987261
"204","sim-15-1-0.01-0.6-5-1.3-0.33-4-20",2.3681266,0.45534435,0.29601583,189450.14,21153.883,233.85251,213.42741,1.0957004,0.48529395,0.31391844,0.20578769,0.4228261,0.2684084,0.079846635,0.29667515,0.29621336,0.185903,0.0664549,50.912598,348,3440.5063,6200,3223.3333,5500,1231.1111,3700,203.33333,900,1754.9618,7600,0.47848102,0.050632913,0.26835442,0.3329114,0.48734176,0.49620253,0.49620253,0.77974683,0.9025316,0.5835443
"205","sim-15-1-0.01-0.6-5-1.3-0.33-5-20",1.96342,0.5352613,0.32723668,209431.47,24210.932,260.48038,236.59212,1.1009682,0.44607076,0.3173391,0.2344903,0.44559783,0.26373908,0.04165653,0.30524695,0.32396668,0.19499636,0.061592735,39.27339,357,3021.4285,7000,3682.2222,5800,1416.6666,3700,191.11111,1000,1841.5144,10700,0.46231157,0.0339196,0.22361809,0.31281406,0.47110552,0.4798995,0.48994976,0.7889447,1,0.48366833
"206","sim-15-1-0.01-0.6-5-1.3-0.35-1-20",2.7313468,0.55978376,0.34141836,218507.75,26994.242,271.08618,247.86972,1.0936639,0.48868498,0.30778337,0.22408146,0.4257383,0.2823373,0.03791817,0.3103649,0.31309682,0.18454437,0.06159489,43.873238,255,3308.046,6400,3778.022,5800,1364.8352,4200,174.72528,1700,1965.051,10200,0.43828714,0.20780857,0.21914357,0.42191437,0.49118388,0.5,0.581864,0.7632242,0.9949622,0.48866498
"207","sim-15-1-0.01-0.6-5-1.3-0.35-2-20",1.6303625,0.4214448,0.3260725,208686.4,25517.13,258.90158,236.72864,1.0936639,0.5519913,0.30909586,0.18058679,0.4064864,0.30484563,0.06114547,0.294725,0.29969588,0.17293243,0.06294725,43.532818,396,3743.5293,6700,4049.4504,6100,1430.7693,3200,197.8022,800,2231.117,8200,0.42695215,0.0025188916,0.2607053,0.3929471,0.62468517,0.6322418,0.638539,0.906801,0.87909317,0.6146096
"208","sim-15-1-0.01-0.6-5-1.3-0.35-4-20",2.2462065,0.5512644,0.32088664,205367.45,26677.232,254.14223,232.32193,1.0939226,0.5269316,0.3112839,0.19389915,0.42391986,0.2808651,0.059685335,0.29385585,0.29321834,0.17886356,0.062319573,49.334255,345,3192.8572,6400,3924.1758,5500,1471.4286,3500,245.05495,1300,2073.6147,13000,0.5,0.12878788,0.21969697,0.3459596,0.57828283,0.58838385,0.6123737,0.8712121,0.8712121,0.57575756
"209","sim-15-1-0.01-0.6-5-1.3-0.35-5-20",1.7494249,0.4387025,0.349885,223926.39,23290.793,278.15857,252.96684,1.099585,0.5108928,0.3032146,0.22580257,0.406012,0.24857663,0.07215287,0.31774002,0.2882359,0.18029955,0.058617633,39.425117,369,3516.6667,5900,3403.3333,5100,1344.4445,4100,224.44444,1500,2007.7957,8300,0.37610063,0.020125786,0.28301886,0.25157234,0.64402515,0.65157235,0.6754717,0.7672956,0.88301885,0.55597484
"210","sim-15-1-0.01-0.6-5-1.3-0.37-1-20",1.887855,0.42589986,0.31464252,201371.2,23632.799,248.88223,228.43047,1.0895317,0.5444422,0.31718487,0.22023699,0.4541073,0.2602849,0.040633738,0.29587272,0.33323127,0.19727068,0.06330715,40.40499,349,2804.6511,5800,3497.8022,5200,1280.2197,3100,147.25275,400,1949.1477,8900,0.50316054,0.21112517,0.34513274,0.494311,0.52085966,0.528445,0.5790139,0.88242733,0.9102402,0.55878633
"211","sim-15-1-0.01-0.6-5-1.3-0.37-2-20",2.0795193,0.43789446,0.29707417,190127.47,26105.69,232.90614,215.37877,1.0813793,0.45602176,0.32024512,0.20985252,0.40535527,0.3006623,0.05298375,0.28111202,0.29754427,0.18199508,0.06641176,49.807358,288,3538.0952,6500,4007.6924,6600,1816.4835,3900,221.97803,800,2167.442,9100,0.3890306,0.034438774,0.14795919,0.3635204,0.40433672,0.41454083,0.5522959,0.7729592,0.95535713,0.49489796
"212","sim-15-1-0.01-0.6-5-1.3-0.37-4-20",1.81737,0.4323574,0.302895,193852.8,24547.822,241.40732,220.20467,1.096286,0.5109577,0.32115966,0.19071122,0.43568924,0.28949708,0.055969596,0.2822294,0.30703074,0.19922511,0.06998667,47.779976,366,2958.3333,6900,3804.3955,6200,1434.0659,3400,181.31868,900,1939.5095,8600,0.3952321,0.105395235,0.16562107,0.40025094,0.44542032,0.45420325,0.53074026,0.8243413,0.91468006,0.46800503
"213","sim-15-1-0.01-0.6-5-1.3-0.37-5-20",1.741805,0.48317632,0.29030082,185792.53,25716.879,230.49886,210.75839,1.0936639,0.4807633,0.3113356,0.18587378,0.40309528,0.29891518,0.082021065,0.28592232,0.28462416,0.17863795,0.06087801,53.0531,365,3669.4119,7300,3903.2966,7700,1367.033,3600,187.9121,900,2108.3118,9500,0.5188917,0.046599496,0.18513854,0.45591938,0.45465994,0.4647355,0.53148615,0.80856425,0.9231738,0.56675065
"214","sim-15-1-0.01-0.6-5-1.3-0.39-1-20",1.851554,0.47929838,0.3703108,236998.92,27412.998,291.80493,269.95657,1.0809327,0.5051485,0.31359875,0.20930201,0.4243857,0.26900995,0.06334175,0.29212314,0.30348387,0.19853567,0.06381455,37.728123,375,3595.2942,6600,3746.1538,6400,1464.8352,3900,220.87912,1100,2052.9412,8700,0.4111675,0.03680203,0.15862945,0.5076142,0.52284265,0.5291878,0.71954316,0.7614213,0.9961929,0.55203044
"215","sim-15-1-0.01-0.6-5-1.3-0.39-2-20",2.02565,0.46112105,0.33760834,216069.34,26722.04,266.373,245.77888,1.0837913,0.5584704,0.31407565,0.19059771,0.3903046,0.2970272,0.091420196,0.289093,0.2763831,0.14530455,0.044080302,38.483196,386,3672.6191,6600,4140.659,7000,1479.1208,3000,231.86813,1200,2184.6548,8500,0.5551331,0.013941699,0.19391635,0.26869455,0.71609634,0.7249683,0.7984791,0.9252218,0.9353612,0.61343473
"216","sim-15-1-0.01-0.6-5-1.3-0.39-4-20",2.4373417,0.47242582,0.34819168,222842.67,23637.688,276.116,253.48354,1.0892857,0.47718513,0.31437987,0.2195413,0.39705688,0.27234963,0.09402389,0.2964927,0.30284148,0.14326748,0.048801687,32.560883,392,3352.439,6200,3869.2307,5800,1217.5824,2500,214.28572,1000,1932.4808,7000,0.47162673,0.06683481,0.12484237,0.114754096,0.3820933,0.38965952,0.44640607,0.7553594,0.90542245,0.5258512
"217","sim-15-1-0.01-0.6-5-1.3-0.39-5-20",2.4084492,0.49126196,0.34406418,220201.08,27508.963,274.21915,250.13466,1.096286,0.5299194,0.31354162,0.20916039,0.42512476,0.2583893,0.062236562,0.28721875,0.3125211,0.19945468,0.06626393,52.131306,315,3357.647,5900,3789.011,6900,1402.1978,3200,230.76923,1200,1988.5496,8700,0.43287328,0.067754075,0.32622334,0.39899623,0.5395232,0.54830617,0.57967377,0.8117942,0.9560853,0.5683814
"218","sim-15-10-0.01-0.4-5-1.3-0.3-1-20",5.8096147,0.73201555,0.2766483,177054.92,53528.96,221.042,196.42032,1.1253521,0.51869756,0.35864016,0.13884367,0.3478198,0.32960188,0.12372152,0.2412567,0.24502948,0.18009107,0.1034105,51.300648,357,3514.8147,8900,4338.202,8600,2628.0898,5800,992.1348,2100,2703.022,9800,0.3979975,0.057571966,0.15018773,0.2703379,0.36420527,0.3729662,0.82978725,0.88235295,0.9411765,0.6132666
"219","sim-15-2-0.01-0.4-5-1.3-0.3-1-20",4.179464,0.7487199,0.24585082,314689.06,60814.887,196.4348,356.23785,0.5514148,0.49200192,0.31261873,0.18655428,0.37185535,0.2781194,0.1024478,0.29568452,0.26861924,0.13208012,0.06234916,44.30396,298,4502.312,10500,3956.906,7300,1370.7183,3700,280.663,800,4521.608,12300,0.4580726,0.0012515645,0.1864831,0.29161453,0.34292865,0.67083853,0.7571965,0.7784731,0.87484354,0.48811013
"220","sim-15-3-0.01-0.4-5-1.3-0.3-1-20",3.5699701,0.73720205,0.2974975,190398.4,37388.297,237.40302,215.0907,1.1037345,0.55120784,0.32091153,0.19536746,0.41749418,0.2650864,0.07933894,0.30888158,0.28660205,0.16913332,0.08417677,55.116833,337,3141.6667,7600,3490,8300,1174.4445,3800,357.77777,700,2115.6978,8500,0.4573935,0.14786968,0.25438598,0.42230576,0.45864663,0.47117794,0.783208,0.7769424,0.8182957,0.48746866
"221","sim-15-4-0.01-0.4-5-1.3-0.3-1-20",4.7379465,0.6517362,0.29612166,189517.86,37893.504,236.30508,212.61536,1.1114206,0.54465365,0.32966214,0.19647406,0.40313834,0.27386963,0.085436754,0.30316648,0.28423175,0.16989669,0.08395199,50.023937,398,3129.2683,8200,3607.7778,6900,1430,2900,494.44446,1600,2357.764,9800,0.46616542,0.1528822,0.23934837,0.34711778,0.60150373,0.6115288,0.80451125,0.8446115,0.97117794,0.6967419
"222","sim-15-5-0.01-0.4-5-1.3-0.3-1-20",4.730009,0.7930933,0.27823585,178070.94,44939.26,222.58867,198.93863,1.1188811,0.5073027,0.34947824,0.16351423,0.37333995,0.31180385,0.11120329,0.26420456,0.2659753,0.16997802,0.0922453,49.816338,322,3169.1357,5700,4265.1685,6800,2093.2585,4300,630.3371,1100,2465.4495,10200,0.35875,0.02125,0.1625,0.14875,0.4025,0.51,0.72875,0.82875,0.85875,0.61375
"223","sim-15-6-0.01-0.4-5-1.3-0.3-1-20",5.66166,0.82714,0.31453666,201303.47,47634.062,251.62933,224.57918,1.1204482,0.5548173,0.34375864,0.17705128,0.3977298,0.27201834,0.11050435,0.2821212,0.27337858,0.17619947,0.0863763,44.19872,292,2912.3457,7200,3808.9888,6100,2000,4300,564.0449,1100,2346.8843,12000,0.53875,0.24125,0.04375,0.085,0.48125,0.49125,0.825,0.9025,0.86625,0.5725
"224","sim-15-7-0.01-0.4-5-1.3-0.3-1-20",5.42163,0.6701423,0.30120167,192769.06,50155.2,239.45532,214.75679,1.115007,0.48501015,0.34920323,0.15845829,0.37707862,0.2976513,0.11661872,0.26404512,0.26684362,0.17410235,0.090411186,42.47817,317,2992.5925,6000,4325.843,7900,2111.2358,6200,752.80896,1300,2488.8572,13200,0.436478,0.09056604,0.15220127,0.20251572,0.5446541,0.5534591,0.8981132,0.8679245,0.8603774,0.49559748
"225","sim-15-8-0.01-0.4-5-1.3-0.3-1-20",4.8703437,0.6779684,0.28649083,183354.12,46303.504,228.33318,204.26794,1.117812,0.4904588,0.35807902,0.1628543,0.39061272,0.30686846,0.102262676,0.26130563,0.27133515,0.18698452,0.10545529,41.007175,301,2853.0864,7000,3722.472,6600,2186.5168,3800,873.0337,1800,2409.322,13000,0.49560854,0.09410289,0.21204516,0.23713927,0.5407779,0.54956084,0.77415305,0.923463,0.8494354,0.54579675
"226","sim-15-9-0.01-0.4-5-1.3-0.3-1-20",4.3417068,0.632355,0.27135667,173668.27,47294.21,217.08533,192.66322,1.1267606,0.5016739,0.35519874,0.1523398,0.36755255,0.30656156,0.11635339,0.25281718,0.25903678,0.18417217,0.09622579,47.895844,382,3038.75,6100,3501.1235,6500,2641.573,5400,925.8427,2200,2613.5693,10200,0.35,0.08,0.16625,0.1675,0.4775,0.48625,0.7725,0.87875,0.91,0.61
